BeerName,BreweryName,BreweryRegion,BeerStyle,BeerStyleRank,BeerABV,BeerScore,BeerScoreRank,BeerAvg,BeerReviews,BeerRating,BeerWants,BeerGots,BeerNotes
Hopfentall,Yoerg Brewing Company,"Minnesota, United States",India Pale Lager (IPL),Not Given,7.2,Not Given,Not Given,0.0,0,0,0,0,None
DDH Pale Lager,Tampa Bay Brewing Co.,"Florida, United States",India Pale Lager (IPL),Not Given,5.4,Not Given,Not Given,0.0,0,0,0,0,None
Soleil Soleil – Pamplemousse,Brasserie Artisanale Maltstrom,"Quebec, Canada",India Pale Lager (IPL),Not Given,6.2,Not Given,Not Given,3.9,0,1,0,0,None
Holiday Road,Blue Island Beer Co.,"Illinois, United States",India Pale Lager (IPL),Not Given,6.3,Not Given,Not Given,4.25,0,1,0,0,None
Cotton Clouds,Donkeystone Brewing Co,"England, United Kingdom",India Pale Lager (IPL),Not Given,4.0,Not Given,Not Given,2.68,3,0,0,0,None
Business Socks,Fargo Brewing Company,"North Dakota, United States",India Pale Lager (IPL),Not Given,5.9,Not Given,Not Given,0.0,0,0,0,0,None
Kernal Panic - Mosaic,Triptych Brewing,"Illinois, United States",India Pale Lager (IPL),Not Given,6.2,Not Given,Not Given,4.05,1,1,0,0,None
River Yacht,Duneyrr Artisan Fermenta Project and Moderne Dune,"Illinois, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,4.2,2,1,0,0,None
Counterpole,Narrow Gauge Brewing Company,"Missouri, United States",India Pale Lager (IPL),Not Given,7.5,Not Given,Not Given,4.17,0,1,0,0,"Cold IPA brewed and dry-hopped with Mosaic, Nelson Sauvin and Sabro hops."
Dissenter - Barrel-Aged,Founders Brewing Company,"Michigan, United States",India Pale Lager (IPL),Not Given,10.8,Not Given,Not Given,4.14,1,1,0,0,None
Session IPL - Série 2 - Simcoe / Enigma / Wai-iti,Brasserie Artisanale Maltstrom,"Quebec, Canada",India Pale Lager (IPL),Not Given,3.9,Not Given,Not Given,3.8,0,1,0,0,None
Super Nova Smash,HOB Brewing Co.,"Florida, United States",India Pale Lager (IPL),Not Given,4.8,Not Given,Not Given,0.0,0,0,0,0,None
IPL - Simcoe,No Frills Joe Brewing Company,"England, United Kingdom",India Pale Lager (IPL),Not Given,4.0,Not Given,Not Given,0.0,0,0,0,0,None
Hokum,Old Irving Brewing Co.,"Illinois, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,3.91,1,7,1,1,"Hoppy Lager brewed with a high-quality Pilsner malt, a pseudo-lager yeast strain from Omega, Lutra Kveik, and hopped with Citra & Amarillo."
Infinity Hops,Taft's Ale House,"Ohio, United States",India Pale Lager (IPL),Not Given,5.2,Not Given,Not Given,3.98,2,1,0,0,None
Laugh at the Sky,Pure Project,"California, United States",India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,4.3,1,1,0,0,None
Deep F*%#ing Value,Hourglass Brewing,"Florida, United States",India Pale Lager (IPL),Not Given,5.7,Not Given,Not Given,3.85,1,0,0,0,None
Kali Krusher,Wolverine State Brewing Company,"Michigan, United States",India Pale Lager (IPL),Not Given,5.3,Not Given,Not Given,3.5,0,1,0,0,None
A Few Frills,Burning Blush Brewery,"North Carolina, United States",India Pale Lager (IPL),Not Given,6.5,Not Given,Not Given,3.75,0,1,0,0,None
IPL,Prost Brewing Co. - Denver,"Colorado, United States",India Pale Lager (IPL),38,6.0,85,21483,3.7,3,7,0,1,None
Yes & Yolo,Brouwerij De Molen,Netherlands,India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,2.74,0,1,0,0,None
Dangle Foot,Berryessa Brewing Co,"California, United States",India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,3.1,1,0,0,0,"Cold fermented, cold dry hopped, just plain cold.Hops: Warrior, Triumph, and Pacific Crest"
Angelique,Microbrasserie Archibald,"Quebec, Canada",India Pale Lager (IPL),Not Given,5.2,Not Given,Not Given,3.49,1,3,0,0,None
Hoppy German,Long Island Farm Brewery,"New York, United States",India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,4.03,0,2,0,0,American IPA meets German Lager
Access denied,www.beeradvocate.com used Cloudflare to restrict access,Not Given,Not Given,Not Given,0.0,Not Given,Not Given,0.0,0,0,0,0,Not Given
Polarsommer,Hohenthanner Schlossbrauerei,Germany,India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,3.76,1,1,0,0,Dry-hopped with Polaris.
Mosaic IPL,Humboldt Regeneration Brewery & Farm,"California, United States",India Pale Lager (IPL),Not Given,4.9,Not Given,Not Given,3.74,1,0,0,0,None
Space Monkey Mafia,Moonraker Brewing Company,"California, United States",India Pale Lager (IPL),Not Given,7.8,Not Given,Not Given,4.11,0,1,0,0,"The gangs all here… Mosaic, Mosaic cryo, Nelson Sauvin, and Citra. Double dry hopped and fermented cool using lager yeast, giving it an out of this world crushability and crisp finish. Guava, fragrant passion fruit, ripe tangerines, and a touch of that southern hemi thiol goodness."
Flying High,MachineHead Brewing Co.,"California, United States",India Pale Lager (IPL),Not Given,6.4,Not Given,Not Given,0.0,0,0,0,0,Resinous India Pale Lager. Unfiltered and double dry hopped with Citra Cryo and New Zealand Motueka. This IPL is super refreshing and thirst-quenching. A perfect balance of flavors for both those who seek lagers and IPAs.
Daddy Chill,Urban Roots Brewing & Smokehouse,"California, United States",India Pale Lager (IPL),Not Given,6.8,Not Given,Not Given,4.04,1,1,0,0,"Daddy Chill is a cold IPA featuring Simcoe and Mosaic and inspired by a new style of IPA developed by Wayfinder Beer in Portland, OR. This beer is fermented warm with lager yeast, dry-hopped during fermentation, then chilled and lagered for a few weeks. It’s wildly different from our normal IPA brewing process, but we are loving the results. Crisp and clean with an assertive hop profile and light body — it’s a fun new take on an IPA."
First Base Slide,Strange Days Brewing Co,"Missouri, United States",India Pale Lager (IPL),Not Given,6.9,Not Given,Not Given,4.0,1,0,0,0,None
Lager Drops,Resident Culture Brewing Company,"North Carolina, United States",India Pale Lager (IPL),Not Given,6.5,Not Given,Not Given,3.85,0,1,0,0,"Hazy India pale lager hopped with Galaxy, Citra, and Mosaic. The lager version of our flagship IPA, Lightning Drops."
NEIPL Pink Boots Blend,Brasserie Artisanale Maltstrom,"Quebec, Canada",India Pale Lager (IPL),Not Given,5.2,Not Given,Not Given,3.89,0,1,0,0,None
Subarctic: Citra//Nelson,Alma Mader Brewing,"Missouri, United States",India Pale Lager (IPL),Not Given,7.0,Not Given,Not Given,4.01,2,2,0,0,None
Zăganu India Pale Lager,Fabrica de Bere Bună,Romania,India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,3.86,1,2,0,1,Collaboration with Hop Hooligans
Brute IPL (India Pale Lager),Minneapolis Town Hall Brewery,"Minnesota, United States",India Pale Lager (IPL),Not Given,5.9,Not Given,Not Given,3.5,0,1,0,0,None
Natural Liberty,Black Acre Brewing Co.,"Indiana, United States",India Pale Lager (IPL),9,5.4,90,8483,4.07,21,52,5,12,An aggressively Citra hopped American pale lager refreshing and perfect for the summer!
Floof,Purpose Brewing and Cellars,"Colorado, United States",India Pale Lager (IPL),Not Given,5.6,Not Given,Not Given,4.05,1,1,0,0,None
Snaps & Whistles,The Mitten Brewing Co.,"Michigan, United States",India Pale Lager (IPL),Not Given,6.7,Not Given,Not Given,0.0,0,0,0,0,None
Huell Bent IPL,2SP Brewing Company,"Pennsylvania, United States",India Pale Lager (IPL),Not Given,4.3,Not Given,Not Given,3.79,1,1,0,0,"Hopped and dry hopped with German Huell Melon – clean, zippy malt with a sharp bitterness and flavors of white pepper, honeydew, cantaloupe, and plum.Prosit!"
Coastal Crispy,Diametric Brewing Company,"Missouri, United States",India Pale Lager (IPL),Not Given,7.7,Not Given,Not Given,3.84,0,1,0,0,None
Simple Disclosure,Radiant Beer Co.,"California, United States",India Pale Lager (IPL),Not Given,7.4,Not Given,Not Given,4.09,0,1,0,0,None
Woodland Chill,Alarmist Brewing,"Illinois, United States",India Pale Lager (IPL),Not Given,7.0,Not Given,Not Given,3.98,0,1,0,0,"This is a Cold IPA. No wait, it’s an IPL. Ok, it’s lager yeast, Pilsner malt, Citra and Simcoe hops, fermented a little warmer. Crisp, dry, and perfect for that final campfire before winter arrives. Awww coool!"
On Frozen Pond,Fair Winds Brewing Company,"Virginia, United States",India Pale Lager (IPL),Not Given,5.3,Not Given,Not Given,3.65,0,2,0,0,None
Boston Rising,Jack's Abby Brewing,"Massachusetts, United States",India Pale Lager (IPL),11,8.0,90,9778,4.06,16,20,1,2,"We can see clearly now, the haze is gone, and we’ve got a lot of work to do Boston. Roll up your sleeves. Help a neighbor. Grab this delicious double hoppy lager and Rise Up. Brewed with Galaxy, Nelson, and Citra hops.100 IBU"
Mandarina IPL,KC Bier Co.,"Missouri, United States",India Pale Lager (IPL),Not Given,5.8,Not Given,Not Given,3.88,3,1,0,0,None
Shapes And Maintains,Hop Butcher For The World,"Illinois, United States",India Pale Lager (IPL),Not Given,5.25,Not Given,Not Given,3.93,2,3,1,0,"Hop Butcher & Revolution collaboration. Mosaic, Citra & Saaz-hopped West Coast Pilsner."
Daewon vs. Beer,Brouwerij West,"California, United States",India Pale Lager (IPL),Not Given,7.0,Not Given,Not Given,4.03,6,3,0,0,None
Drinking Buddies,Swan Brewing,"Florida, United States",India Pale Lager (IPL),Not Given,6.8,Not Given,Not Given,0.0,0,0,0,0,None
IPL Průzkumník,Pivovar Permon,Czech Republic,India Pale Lager (IPL),Not Given,5.3,Not Given,Not Given,3.77,0,1,0,0,None
Citra American Pale Lager,Flat Branch Pub & Brewery,"Missouri, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,3.79,1,0,0,0,None
Static God,Resident Culture Brewing Company,"North Carolina, United States",India Pale Lager (IPL),Not Given,7.0,Not Given,Not Given,4.22,0,2,0,0,"West Coast Style IPL hopped with Citra, Mosaic and Simcoe."
IPL - Citra,No Frills Joe Brewing Company,"England, United Kingdom",India Pale Lager (IPL),Not Given,4.3,Not Given,Not Given,0.0,0,0,0,0,None
Stomping Grounds,C.H. Evans Brewing Company,"New York, United States",India Pale Lager (IPL),Not Given,6.4,Not Given,Not Given,0.0,0,0,0,0,None
Hualalai Hoppy Lager,Kona Brewing Co.,"Hawaii, United States",India Pale Lager (IPL),Not Given,6.5,Not Given,Not Given,3.75,1,0,0,0, None
Pride and Parquet,Jack's Abby Brewing,"Massachusetts, United States",India Pale Lager (IPL),28,5.7,87,16753,3.89,27,30,1,2,"Pride is something you feel. It demands hard work, dedication and integrity. The Celtics feel their pride on the parquet and we feel ours on brew day. With this beer we set out to show that when two Boston Legends team up- Anything Is Possible."
Sir Galahad,House of Pendragon Brewing Company,"California, United States",India Pale Lager (IPL),Not Given,6.5,Not Given,Not Given,4.25,1,0,0,0,"Sir Galahad was known for his gallantry and purity, this beer is a fitting tribute to his name. Galahad overwhelms you with a strong citrus, grapefruit and pine aroma. The aroma follows through to the flavor thanks to the Mosaic, Equanot and Simcoe hops. The dryness of the beer along with the delicate balance of bitterness truly keeps you wanting more."
Vivrant Thing,Moustache Brewing Co.,"New York, United States",India Pale Lager (IPL),Not Given,5.6,Not Given,Not Given,3.81,0,1,0,0,"India Pale Lager dry hopped with El Dorado, Columbus, and Summit hops."
Pils Hopper,Temperate Habits Brewing Company,"Washington, United States",India Pale Lager (IPL),Not Given,5.7,Not Given,Not Given,3.24,1,0,0,0,None
Hang In There,Arvon Brewing Co.,"Michigan, United States",India Pale Lager (IPL),Not Given,5.2,Not Given,Not Given,4.16,1,2,0,0,None
A Lager Day,Basqueland Brewing Project,Spain,India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,3.96,1,2,0,0,None
Carlsberg Luma (Dry Hopped Lager),Carlsberg Danmark A/S,Denmark,India Pale Lager (IPL),Not Given,5.2,Not Given,Not Given,3.4,0,1,0,0,None
FaBREWcated Customs,ConfluxCity Brewing Company,"Michigan, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,3.73,0,1,0,0,None
Colorado Native IPL,AC Golden Brewing Company,"Colorado, United States",India Pale Lager (IPL),48,6.5,81,27597,3.49,11,29,2,12,"India Pale Lager brewed with 100% Colorado ingredients.We don’t believe the world needs another IPA. We do, however believe there is room for a beer that is similar to an IPA, but is one that allows the hop characters to shine through as only a lager can do... ""An IPA done better"", if you will. To get this clean, crisp character, we brewed an ""IPA style"" beer, using lager yeast. The lager yeast is superior, in this case, because it doesn’t create all of the fruity esters and fusel alcohols that ale yeast create... so it allows the delicate hop oils to shine through in the beer. Our IPL takes longer to brew and is more expensive to make than an IPA, but once you try this IPL, we think you’ll agree........ It’s worth the extra time and expense."
Lounge Lizard,The Florida Brewery,"Florida, United States",India Pale Lager (IPL),Not Given,7.0,Not Given,Not Given,0.0,0,0,0,0,None
Third State Lager,Third State Brewing,"New Jersey, United States",India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,4.0,0,1,0,0,None
Speedwolf IPL,Drífa Brewing Company,"Michigan, United States",India Pale Lager (IPL),Not Given,6.2,Not Given,Not Given,0.0,0,0,0,0,None
Hakuna Motueka,Destin Brewery,"Florida, United States",India Pale Lager (IPL),Not Given,6.2,Not Given,Not Given,0.0,0,0,0,0,None
Awesome IPL,The Brew Kettle Taproom & Smokehouse / Production Works,"Ohio, United States",India Pale Lager (IPL),14,5.4,90,10316,4.03,13,55,2,5,"Easy drinking sessionable lager loaded with american and Australian hops for loads of citrus and tropical fruit flavor over smooth, clean and dry lager character. Brewed with awesome hops, awesome barley, awesome water and awesome yeast.....just for you, why? because your awesome man!"
Hoptone (Wai-iti),The Answer Brewpub,"Virginia, United States",India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,0.0,0,0,0,0,None
Hoppy Lager - WLP925,"White Labs, Inc.","California, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,3.99,1,0,0,0,None
Dreher Hoppy Lager,Dreher Brewery,Hungary,India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,3.53,0,1,0,0,None
Oh Zappy Days,Ass Clown Brewing,"North Carolina, United States",India Pale Lager (IPL),Not Given,5.3,Not Given,Not Given,3.83,0,1,0,0,None
World Peace Gold Lager,Y.Market Brewing,Japan,India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,3.5,0,1,0,0,None
Shallow End,DEEP Brewing Company,"Florida, United States",India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,3.88,0,1,0,0,None
South Central,Old Sheepdog Brewery,"Texas, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,0.0,0,0,0,0,None
Cold Boi Summer,Tioga-Sequoia Brewing Company,"California, United States",India Pale Lager (IPL),Not Given,6.5,Not Given,Not Given,4.06,1,0,0,0,"Collaboration Cold IPA with Wren House BrewingWhat is a Cold IPA and what makes it different, you may be thinking? The main difference is we took a clean 34/70 lager yeast and fermented this beer warm like a traditional ale. Not only is there less SO2 (Sulfur Dioxide) pick up during a warmer fermentation, but the lager yeast allows the hops to shine without competing ale yeast strain esters. The result is a perfect balance of hops and drinkability. Our Cold Boi was created with the thought of combating the warm summer months in our hometowns. Together we used a blend of hand-selected Citra, Mosaic, Simcoe, and HBC-586 hops from our 2021 crop selections with Yakima Chief. At 6.5% this crispy, light-bodied, and hoppy IPA will have you thinking about Cold Boi Summer for all your upcoming adventures!"
Dog Will Hunt,Sly Fox Brewing Company,"Pennsylvania, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,3.57,2,2,0,0,"We teamed up with our lager-lovin’ brethren from 2SP Brewing Co. to create a crisp, cold brew that’ll get the job done. A steadfast combination of classic noble hops in the brew kettle with a trio of newer German varieties added during the lagering process, brings forth a flavor profile checkered with fruity, floral, and spicy notes. Don’t race past this hoppy lager that is sure to massacre your thirst."
IPL,Birrificio Artigianale Horo,Italy,India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,4.0,0,1,0,0,None
So Long Small Van,Temescal Brewing,"California, United States",India Pale Lager (IPL),Not Given,6.7,Not Given,Not Given,4.0,0,1,0,0,None
Cold IPA,Ecliptic Brewing,"Oregon, United States",India Pale Lager (IPL),29,8.0,87,17077,3.88,11,4,4,1,"Brewed with our friends at Wayfinder Beer, this Cold India Pale Ale was brewed with Pilsner malt and lager yeast. Pacific Sunrise and Talus hops support the clean, crisp finish on this collaboration."
Quinannan Falls,Bell's Brewery - Eccentric Café & General Store,"Michigan, United States",India Pale Lager (IPL),Not Given,6.3,89,Not Given,3.97,197,485,83,98,"Formerly Bell's Quinannan Falls LagerLiterally born in a dream: Larry Bell, president and founder of Bell’s Brewery, dreamt that he was at the mystically hidden retreat of Quinannan Falls, somewhere in the boreal north.Neither Quinannan Falls nor the beer actually existed outside his imagination, but he remembered enough about it to sketch a recipe and label, which was put into full form by Michigan artist Kathleen Kalinowski, the following morning.The end result is a dry-hopped lager that possesses a crisp, dry bitterness you would expect from a German pilsner, but the use of highly aromatic Simcoe hops from the Pacific Northwest, evoke the fragrant pine forests that inspired this beer."
Full Bloom,Origin Beer Lab,"Virginia, United States",India Pale Lager (IPL),Not Given,7.2,Not Given,Not Given,3.0,0,1,0,0,None
